# utc,dec,hex
22636889,93,0x5D
22649355,92,0x5C
22661822,85,0x55
22674288,82,0x52
22686754,89,0x59
22699221,84,0x54
22711687,85,0x55
22724153,76,0x4C
22736620,75,0x4B
22749086,80,0x50
22761552,81,0x51
22774019,80,0x50
22786485,71,0x47
22798952,70,0x46
22811419,69,0x45
22823886,60,0x3C
22836353,67,0x43
22848820,64,0x40
22861286,55,0x37
22873753,64,0x40
22886219,71,0x47
22898685,72,0x48
22911152,59,0x3B
22923618,50,0x32
22936084,51,0x33
22948550,54,0x36
22961017,53,0x35
22973483,54,0x36
22985950,57,0x39
22998417,58,0x3A
23010884,61,0x3D
23023351,64,0x40
23035817,59,0x3B
23048283,48,0x30
23060749,53,0x35
23073216,58,0x3A
23085682,45,0x2D
23098149,36,0x24
23110616,49,0x31
23123082,50,0x32
23135548,47,0x2F
23148014,44,0x2C
23160480,55,0x37
23172947,50,0x32
23185414,43,0x2B
23197882,42,0x2A
23210349,47,0x2F
23222816,50,0x32
23235283,47,0x2F
23247751,42,0x2A
23260218,43,0x2B
23272686,50,0x32
23285154,45,0x2D
23297622,34,0x22
23310090,45,0x2D
23322557,50,0x32
23335026,49,0x31
23347493,44,0x2C
23359960,51,0x33
23372428,48,0x30
23384896,43,0x2B
23397364,52,0x34
23409831,59,0x3B
23422299,54,0x36
23434767,55,0x37
23447234,58,0x3A
23459701,59,0x3B
23472169,58,0x3A
23484636,61,0x3D
23497102,56,0x38
23509568,65,0x41
23522035,62,0x3E
23534501,61,0x3D
23546968,68,0x44
23559435,67,0x43
23571901,66,0x42
23584368,67,0x43
23596835,64,0x40
23609302,69,0x45
23621769,78,0x4E
23634236,75,0x4B
23646703,76,0x4C
23659170,81,0x51
23671637,74,0x4A
23684104,81,0x51
23696570,76,0x4C
23709037,89,0x59
23721503,90,0x5A
23733970,101,0x65
23746437,104,0x68
23758904,105,0x69
23771370,106,0x6A
23783836,113,0x71
23796301,112,0x70
23808767,117,0x75
23821233,120,0x78
23833700,117,0x75
23846167,118,0x76
23858633,125,0x7D
23871099,130,0x82
23883565,137,0x89
23896032,138,0x8A
23908499,135,0x87
23920965,138,0x8A
23933432,137,0x89
23945898,138,0x8A
23958363,139,0x8B
23970829,138,0x8A
23983295,147,0x93
23995761,144,0x90
24008226,137,0x89
24020693,128,0x80
24033160,133,0x85
24045626,136,0x88
24058092,137,0x89
24070558,134,0x86
24083025,133,0x85
24095491,136,0x88
24107958,133,0x85
24120424,134,0x86
24132891,139,0x8B
24145357,134,0x86
24157822,127,0x7F
24170289,128,0x80
24182755,125,0x7D
24195222,128,0x80
24207688,123,0x7B
24220155,128,0x80
24232622,133,0x85
24245089,134,0x86
24257555,129,0x81
24270022,134,0x86
24282488,129,0x81
24294955,134,0x86
24307422,129,0x81
24319890,120,0x78
24332357,119,0x77
24344824,120,0x78
24357291,131,0x83
24369757,126,0x7E
24382223,123,0x7B
24394689,120,0x78
24407155,129,0x81
24419621,126,0x7E
24432088,127,0x7F
24444555,120,0x78
24457022,121,0x79
24469488,124,0x7C
24481954,123,0x7B
24494421,126,0x7E
24506887,131,0x83
24519354,126,0x7E
24531821,117,0x75
24544288,124,0x7C
24556755,123,0x7B
24569222,114,0x72
24581690,115,0x73
24594157,116,0x74
24606624,117,0x75
24619091,116,0x74
24631559,117,0x75
24644027,116,0x74
24656495,115,0x73
24668963,116,0x74
24681430,113,0x71
24693898,112,0x70
24706365,117,0x75
24718833,112,0x70
24731300,117,0x75
24743768,108,0x6C
24756235,107,0x6B
24768703,114,0x72
24781171,117,0x75
24793638,112,0x70
24806105,117,0x75
24818573,120,0x78
24831040,127,0x7F
24843508,126,0x7E
24855974,135,0x87
24868441,128,0x80
24880908,141,0x8D
24893375,142,0x8E
24905842,151,0x97
24918308,154,0x9A
24930775,157,0x9D
24943241,162,0xA2
24955708,165,0xA5
24968174,164,0xA4
24980641,163,0xA3
24993107,164,0xA4
25005574,179,0xB3
25018040,186,0xBA
25030508,187,0xBB
25042975,182,0xB6
25055442,195,0xC3
25067909,198,0xC6
25080375,197,0xC5
25092842,210,0xD2
25105309,217,0xD9
25117776,216,0xD8
25130243,213,0xD5
25142710,218,0xDA
25155177,227,0xE3
25167644,238,0xEE
25180112,235,0xEB
25192578,236,0xEC
25205046,245,0xF5
25217512,248,0xF8
25229979,249,0xF9
25242446,260,0x104
25254913,271,0x10F
25267380,270,0x10E
25279849,273,0x111
25292317,278,0x116
25304785,287,0x11F
25317254,292,0x124
25329721,287,0x11F
25342190,286,0x11E
25354658,289,0x121
25367126,284,0x11C
25379595,279,0x117
25392062,270,0x10E
25404529,265,0x109
25416997,264,0x108
25429464,267,0x10B
25441933,266,0x10A
25454401,257,0x101
25466870,242,0xF2
25479338,239,0xEF
25491806,238,0xEE
25504274,235,0xEB
25516742,230,0xE6
25529210,235,0xEB
25541678,230,0xE6
25554145,219,0xDB
25566613,214,0xD6
25579080,213,0xD5
25591548,214,0xD6
25604015,221,0xDD
25616482,220,0xDC
25628949,205,0xCD
25641416,198,0xC6
25653883,195,0xC3
25666350,194,0xC2
25678818,197,0xC5
25691285,188,0xBC
25703753,187,0xBB
25716221,186,0xBA
25728688,179,0xB3
25741156,166,0xA6
25753623,165,0xA5
25766090,168,0xA8
25778558,165,0xA5
25791025,160,0xA0
25803493,163,0xA3
25815961,156,0x9C
25828429,153,0x99
25840896,158,0x9E
25853364,165,0xA5
25865833,158,0x9E
25878301,163,0xA3
25890768,156,0x9C
25903237,155,0x9B
25915705,160,0xA0
25928173,173,0xAD
25940641,178,0xB2
25953110,183,0xB7
25965577,172,0xAC
25978045,169,0xA9
25990514,164,0xA4
26002983,167,0xA7
26015452,172,0xAC
26027920,185,0xB9
26040389,182,0xB6
26052858,181,0xB5
26065326,180,0xB4
26077794,179,0xB3
26090261,180,0xB4
26102729,183,0xB7
26115197,186,0xBA
26127665,193,0xC1
26140134,194,0xC2
26152602,187,0xBB
26165070,194,0xC2
26177538,201,0xC9
26190006,194,0xC2
26202473,199,0xC7
26214941,206,0xCE
26227409,209,0xD1
26239876,212,0xD4
26252344,209,0xD1
26264812,198,0xC6
26277279,207,0xCF
26289747,214,0xD6
26302215,223,0xDF
26314683,220,0xDC
26327151,221,0xDD
26339619,220,0xDC
26352086,227,0xE3
26364554,226,0xE2
26377021,233,0xE9
26389489,232,0xE8
26401957,237,0xED
26414425,222,0xDE
26426893,221,0xDD
26439360,216,0xD8
26451829,209,0xD1
26464297,204,0xCC
26476766,205,0xCD
26489234,196,0xC4
26501702,187,0xBB
26514171,190,0xBE
26526640,195,0xC3
26539109,190,0xBE
26551577,177,0xB1
26564045,170,0xAA
26576513,177,0xB1
26588982,180,0xB4
26601450,181,0xB5
26613918,168,0xA8
26626386,165,0xA5
26638855,162,0xA2
26651324,161,0xA1
26663792,162,0xA2
26676260,159,0x9F
26688728,152,0x98
26701197,151,0x97
26713666,146,0x92
26726134,143,0x8F
26738603,142,0x8E
26751071,137,0x89
26763538,138,0x8A
26776006,143,0x8F
26788474,136,0x88
26800942,135,0x87
26813410,128,0x80
26825878,123,0x7B
26838346,124,0x7C
26850815,129,0x81
26863283,126,0x7E
26875751,121,0x79
26888219,120,0x78
26900687,113,0x71
26913155,112,0x70
26925624,111,0x6F
26938091,116,0x74
26950559,121,0x79
26963027,116,0x74
26975495,113,0x71
26987963,102,0x66
27000432,105,0x69
27012901,108,0x6C
27025370,105,0x69
27037839,94,0x5E
27050308,97,0x61
27062776,98,0x62
27075244,93,0x5D
27087713,96,0x60
27100182,95,0x5F
27112651,86,0x56
27125119,85,0x55
27137588,88,0x58
27150057,87,0x57
27162525,80,0x50
27174994,89,0x59
27187462,96,0x60
27199930,91,0x5B
27212398,90,0x5A
27224866,89,0x59
27237334,82,0x52
27249802,87,0x57
27262271,96,0x60
27274739,89,0x59
27287207,84,0x54
27299675,91,0x5B
27312142,90,0x5A
27324610,89,0x59
27337077,90,0x5A
27349545,93,0x5D
27362013,90,0x5A
27374481,85,0x55
27386949,86,0x56
27399416,91,0x5B
27411884,98,0x62
27424351,95,0x5F
27436819,102,0x66
27449286,99,0x63
27461753,94,0x5E
27474220,105,0x69
27486688,106,0x6A
27499155,97,0x61
27511622,96,0x60
27524090,103,0x67
27536558,110,0x6E
27549026,113,0x71
27561495,116,0x74
27573963,113,0x71
27586431,110,0x6E
27598900,119,0x77
27611369,110,0x6E
27623837,111,0x6F
27636306,114,0x72
27648774,121,0x79
27661242,122,0x7A
27673710,131,0x83
27686179,136,0x88
27698646,137,0x89
27711113,138,0x8A
27723580,139,0x8B
27736048,148,0x94
27748515,155,0x9B
27760982,160,0xA0
27773450,163,0xA3
27785917,160,0xA0
27798385,161,0xA1
27810853,164,0xA4
27823321,169,0xA9
27835789,176,0xB0
27848257,187,0xBB
27860724,186,0xBA
27873192,191,0xBF
27885659,192,0xC0
27898127,199,0xC7
27910594,206,0xCE
27923062,221,0xDD
27935529,224,0xE0
27947997,227,0xE3
27960465,224,0xE0
27972933,227,0xE3
27985401,230,0xE6
27997869,223,0xDF
28010337,220,0xDC
28022804,229,0xE5
28035271,222,0xDE
28047740,221,0xDD
28060207,222,0xDE
28072674,225,0xE1
28085142,220,0xDC
28097609,221,0xDD
28110077,212,0xD4
28122544,207,0xCF
28135012,204,0xCC
28147479,211,0xD3
28159947,214,0xD6
28172414,215,0xD7
28184881,204,0xCC
28197349,203,0xCB
28209816,200,0xC8
28222284,203,0xCB
28234750,198,0xC6
28247217,195,0xC3
28259685,190,0xBE
28272152,195,0xC3
28284619,194,0xC2
28297087,183,0xB7
28309555,186,0xBA
28322022,185,0xB9
28334489,182,0xB6
28346956,191,0xBF
28359423,190,0xBE
28371890,181,0xB5
28384357,178,0xB2
28396823,187,0xBB
28409289,194,0xC2
28421756,201,0xC9
28434223,214,0xD6
28446690,229,0xE5
28459157,242,0xF2
28471625,269,0x10D
28484093,282,0x11A
28496562,297,0x129
28509030,318,0x13E
28521498,327,0x147
28533967,364,0x16C
28546434,543,0x21F
28558902,1030,0x406
28571369,1927,0x787
28583837,3170,0xC62
28596304,4429,0x114D
28608772,5240,0x1478
28621239,5253,0x1485
28633707,4392,0x1128
28646174,3073,0xC01
28658642,1966,0x7AE
28671109,1421,0x58D
28683576,1364,0x554
28696044,1561,0x619
28708512,1810,0x712
28720980,2051,0x803
28733448,2444,0x98C
28745916,3141,0xC45
28758384,4130,0x1022
28770851,5259,0x148B
28783318,5940,0x1734
28795786,5347,0x14E3
28808254,3944,0xF68
28820722,2855,0xB27
28833190,2380,0x94C
28845658,2283,0x8EB
28858127,2260,0x8D4
28870594,2229,0x8B5
28883062,2260,0x8D4
28895530,2373,0x945
28907998,2536,0x9E8
28920466,2709,0xA95
28932934,2820,0xB04
28945401,2855,0xB27
28957869,2818,0xB02
28970337,2767,0xACF
28982804,2744,0xAB8
28995272,2769,0xAD1
29007740,2824,0xB08
29020208,2865,0xB31
29032677,2844,0xB1C
29045145,2813,0xAFD
29057613,2800,0xAF0
29070081,2829,0xB0D
29082549,2860,0xB2C
29095018,2859,0xB2B
29107486,2788,0xAE4
29119954,2661,0xA65
29132422,2530,0x9E2
29144890,2447,0x98F
29157357,2434,0x982
29169825,2447,0x98F
29182293,2446,0x98E
29194761,2433,0x981
29207228,2434,0x982
29219696,2445,0x98D
29232162,2466,0x9A2
29244630,2507,0x9CB
29257097,2524,0x9DC
29269564,2481,0x9B1
29282031,2364,0x93C
29294498,2249,0x8C9
29306964,2176,0x880
29319431,2129,0x851
29331899,2088,0x828
29344365,2041,0x7F9
29356833,2014,0x7DE
29369301,2023,0x7E7
29381768,1984,0x7C0
29394236,1883,0x75B
29406704,1772,0x6EC
29419171,1671,0x687
29431639,1574,0x626
29444107,1531,0x5FB
29456575,1646,0x66E
29469042,2019,0x7E3
29481509,2688,0xA80
29493977,3553,0xDE1
29506445,4426,0x114A
29518913,5267,0x1493
29531381,6026,0x178A
29543847,6599,0x19C7
29556314,7020,0x1B6C
29568781,7333,0x1CA5
29581248,7690,0x1E0A
29593715,8367,0x20AF
29606183,9306,0x245A
29618652,10827,0x2A4B
29631122,13800,0x35E8
29643591,22045,0x561D
29656059,42890,0xA78A
29668527,74251,0x1220B
29680995,108216,0x1A6B8
29693464,141271,0x227D7
29705931,168014,0x2904E
29718398,186999,0x2DA77
29730866,207406,0x32A2E
29743334,241203,0x3AE33
29755802,290288,0x46DF0
29768269,345343,0x544FF
29780737,395308,0x6082C
29793205,435337,0x6A489
29805673,467322,0x7217A
29818140,495397,0x78F25
29830608,522562,0x7F942
29843075,549491,0x86273
29855542,574698,0x8C4EA
29868010,595713,0x91701
29880478,610946,0x95282
29892945,620967,0x979A7
29905414,627868,0x9949C
29917882,633713,0x9AB71
29930350,639624,0x9C288
29942818,645585,0x9D9D1
29955287,650954,0x9EECA
29967756,655385,0xA0019
29980224,659256,0xA0F38
29992693,663613,0xA203D
30005161,669318,0xA3686
30017629,675983,0xA508F
30030097,682818,0xA6B42
30042567,689263,0xA846F
30055035,694770,0xA99F2
30067504,698303,0xAA7BF
30079973,698922,0xAAA2A
30092442,696891,0xAA23B
30104911,693382,0xA9486
30117379,688249,0xA8079
30129847,678154,0xA590A
30142315,660547,0xA1443
30154784,640380,0x9C57C
30167251,629831,0x99C47
30179719,638874,0x9BF9A
30192187,665543,0xA27C7
30204655,696662,0xAA156
30217123,717755,0xAF3BB
30229592,722442,0xB060A
30242060,714177,0xAE5C1
30254528,701004,0xAB24C
30266996,689631,0xA85DF
30279465,683092,0xA6C54
30291933,680695,0xA62F7
30304402,679828,0xA5F94
30316871,677891,0xA5803
30329339,673088,0xA4540
30341808,665889,0xA2921
30354276,659310,0xA0F6E
30366744,656119,0xA02F7
30379212,657180,0xA071C
30391681,662121,0xA1A69
30404149,670506,0xA3B2A
30416617,681261,0xA652D
30429084,690176,0xA8800
30441552,691139,0xA8BC3
30454020,682078,0xA685E
30466488,667339,0xA2ECB
30478956,651752,0x9F1E8
30491424,636749,0x9B74D
30503892,623420,0x9833C
30516360,614093,0x95ECD
30528828,609982,0x94EBE
30541296,611689,0x95569
30553763,621352,0x97B28
30566231,641215,0x9C8BF
30578700,670118,0xA39A6
30591168,703767,0xABD17
30603635,740614,0xB4D06
30616104,783065,0xBF2D9
30628573,830970,0xCADFA
30641041,876789,0xD60F5
30653510,910004,0xDE2B4
30665978,925951,0xE20FF
30678446,927712,0xE27E0
30690915,921945,0xE1159
30703383,914512,0xDF450
30715852,908303,0xDDC0F
30728320,905802,0xDD24A
30740788,913321,0xDEFA9
30753257,938752,0xE5300
30765726,984695,0xF0677
30778194,1045510,0xFF406
30790663,1109547,0x10EE2B
30803132,1164856,0x11C638
30815600,1204475,0x1260FB
30828069,1227242,0x12B9EA
30840538,1237479,0x12E1E7
30853007,1245510,0x130146
30865475,1264261,0x134A85
30877944,1302260,0x13DEF4
30890413,1352715,0x14A40B
30902882,1393344,0x1542C0
30915350,1402579,0x1566D3
30927818,1371448,0x14ED38
30940286,1305299,0x13EAD3
30952754,1217618,0x129452
30965222,1124891,0x112A1B
30977690,1042548,0xFE874
30990159,977629,0xEEADD
31002627,925562,0xE1F7A
31015095,878323,0xD66F3
31027564,830754,0xCAD22
31040032,777709,0xBDDED
31052499,713444,0xAE2E4
31064966,636785,0x9B771
31077434,552388,0x86DC4
31089903,465769,0x71B69
31102371,379368,0x5C9E8
31114839,293421,0x47A2D
31127308,208384,0x32E00
31139776,126897,0x1EFB1
31152245,58664,0xE528
31164713,22473,0x57C9
31177182,13796,0x35E4
31189650,12823,0x3217
31202118,13768,0x35C8
31214585,15901,0x3E1D
31227053,19294,0x4B5E
31239522,25549,0x63CD
31251989,39728,0x9B30
31264457,66541,0x103ED
31276925,105066,0x19A6A
31289393,155493,0x25F65
31301862,221380,0x360C4
31314330,302261,0x49CB5
31326799,389850,0x5F2DA
31339267,471101,0x7303D
31351735,534094,0x8264E
31364202,571935,0x8BA1F
31376670,581242,0x8DE7A
31389138,565515,0x8A10B
31401607,538124,0x8360C
31414074,512545,0x7D221
31426541,493782,0x788D6
31439009,480419,0x754A3
31451478,470910,0x72F7E
31463946,467963,0x723FB
31476414,475786,0x7428A
31488881,491987,0x781D3
31501350,507174,0x7BD26
31513817,513813,0x7D715
31526286,512258,0x7D102
31538754,510621,0x7CA9D
31551222,520048,0x7EF70
31563690,542123,0x845AB
31576158,562334,0x8949E
31588626,559873,0x88B01
31601095,523950,0x7FEAE
31613563,461355,0x70A2B
31626031,386056,0x5E408
31638499,307807,0x4B25F
31650967,233982,0x391FE
31663435,171379,0x29D73
31675903,124964,0x1E824
31688371,99183,0x1836F
31700838,97324,0x17C2C
31713306,118295,0x1CE17
31725774,151646,0x2505E
31738242,178553,0x2B979
31750710,181626,0x2C57A
31763178,154961,0x25D51
31775646,105450,0x19BEA
31788114,51067,0xC77B
31800582,19334,0x4B86
31813050,10995,0x2AF3
31825519,8968,0x2308
31837987,8713,0x2209
31850455,11306,0x2C2A
31862923,31859,0x7C73
31875390,95854,0x1766E
31887857,166521,0x28A79
31900324,202882,0x31882
31912791,202847,0x3185F
31925258,181054,0x2C33E
31937726,153349,0x25705
31950194,128782,0x1F70E
31962661,109415,0x1AB67
31975129,93652,0x16DD4
31987596,79281,0x135B1
32000063,64992,0xFDE0
32012530,50597,0xC5A5
32024997,37088,0x90E0
32037464,26461,0x675D
32049932,19726,0x4D0E
32062398,15869,0x3DFD
32074866,13516,0x34CC
32087333,11913,0x2E89
32099800,10714,0x29DA
32112268,9761,0x2621
32124736,8950,0x22F6
32137203,8257,0x2041
32149671,7608,0x1DB8
32162139,7029,0x1B75
32174607,6406,0x1906
32187075,5479,0x1567
32199544,4366,0x110E
32212012,3247,0xCAF
32224480,2242,0x8C2
32236948,1335,0x537
32249416,278,0x116
32261883,16775975,0xFFFB27
32274351,16773454,0xFFF14E
32286819,16761999,0xFFC48F
32299287,16685560,0xFE99F8
32311754,16524837,0xFC2625
32324223,16361906,0xF9A9B2
32336691,16237243,0xF7C2BB
32349159,16158198,0xF68DF6
32361626,16114931,0xF5E4F3
32374094,16089206,0xF58076
32386562,16066445,0xF5278D
32399030,16043874,0xF4CF62
32411497,16027749,0xF49065
32423965,16030526,0xF49B3E
32436433,16065565,0xF5241D
32448900,16133186,0xF62C42
32461367,16216779,0xF772CB
32473835,16299228,0xF8B4DC
32486302,16383043,0xF9FC43
32498770,16489452,0xFB9BEC
32511239,16622679,0xFDA457
32523706,16731666,0xFF4E12
32536174,16766121,0xFFD4A9
32548643,16769100,0xFFE04C
32561110,16768147,0xFFDC93
32573578,16765470,0xFFD21E
32586046,16761263,0xFFC1AF
32598515,16756214,0xFFADF6
32610983,16752839,0xFFA0C7
32623451,16754302,0xFFA67E
32635918,16759265,0xFFB9E1
32648386,16763120,0xFFC8F0
32660854,16764183,0xFFCD17
32673322,16761152,0xFFC140
32685790,16747499,0xFF8BEB
32698257,16714104,0xFF0978
32710725,16656181,0xFE2735
32723193,16569642,0xFCD52A
32735661,16462641,0xFB3331
32748129,16354794,0xF98DEA
32760597,16263163,0xF827FB
32773066,16195182,0xF71E6E
32785533,16150439,0xF66FA7
32798001,16125822,0xF60F7E
32810469,16119543,0xF5F6F7
32822937,16131400,0xF62548
32835406,16160697,0xF697B9
32847874,16204164,0xF74184
32860342,16257707,0xF812AB
32872810,16324218,0xF9167A
32885277,16421211,0xFA915B
32897744,16568108,0xFCCF2C
32910213,16716347,0xFF123B
32922681,16769226,0xFFE0CA
32935148,16775007,0xFFF75F
32947617,16776170,0xFFFBEA
32960085,16776091,0xFFFB9B
32972553,16775430,0xFFF906
32985022,16774579,0xFFF5B3
32997489,16773752,0xFFF278
33009957,16773017,0xFFEF99
33022425,16772380,0xFFED1C
33034892,16772001,0xFFEBA1
33047360,16771560,0xFFE9E8
33059828,16768631,0xFFDE77
33072296,16737412,0xFF6484
33084763,16622039,0xFDA1D7
33097231,16462934,0xFB3456
33109699,16318535,0xF90047
33122166,16204556,0xF7430C
33134635,16122043,0xF600BB
33147103,16066950,0xF52986
33159572,16034653,0xF4AB5D
33172041,16023016,0xF47DE8
33184509,16032005,0xF4A105
33196978,16062158,0xF516CE
33209447,16112481,0xF5DB61
33221916,16181124,0xF6E784
33234386,16269159,0xF83F67
33246855,16374838,0xF9DC36
33259326,16481347,0xFB7C43
33271796,16563960,0xFCBEF8
33284265,16608335,0xFD6C4F
33296734,16615298,0xFD8782
33309203,16596535,0xFD3E37
33321672,16566554,0xFCC91A
33334140,16534709,0xFC4CB5
33346609,16506332,0xFBDDDC
33359079,16487669,0xFB94F5
33371548,16482892,0xFB824C
33384017,16485003,0xFB8A8B
33396486,16466928,0xFB43F0
33408955,16403425,0xFA4BE1
33421424,16295164,0xF8A4FC
33433892,16164465,0xF6A671
33446361,16040470,0xF4C216
33458830,15944905,0xF34CC9
33471298,15884780,0xF261EC
33483766,15857347,0xF1F6C3
33496234,15856988,0xF1F55C
33508703,15880191,0xF24FFF
33521171,15928356,0xF30C24
33533638,16013191,0xF45787
33546107,16152198,0xF67686
33558574,16341801,0xF95B29
33571043,16539852,0xFC60CC
33583511,16687965,0xFEA35D
33595979,16751554,0xFF9BC2
33608448,16759813,0xFFBC05
33620916,16746786,0xFF8922
33633384,16705919,0xFEE97F
33645852,16642094,0xFDF02E
33658320,16569859,0xFCD603
33670789,16497620,0xFBBBD4
33683256,16427953,0xFAABB1
33695724,16359752,0xF9A148
33708192,16293251,0xF89D83
33720660,16232972,0xF7B20C
33733127,16185385,0xF6F829
33745594,16155040,0xF681A0
33758062,16143113,0xF65309
33770530,16147296,0xF66360
33782997,16162807,0xF69FF7
33795464,16183450,0xF6F09A
33807932,16202709,0xF73BD5
33820399,16215426,0xF76D82
33832867,16219357,0xF77CDD
33845335,16214946,0xF76BA2
33857804,16203659,0xF73F8B
33870271,16187702,0xF70136
33882738,16170685,0xF6BEBD
33895206,16157530,0xF68B5A
33907673,16156953,0xF68919
33920141,16183820,0xF6F20C
33932609,16242287,0xF7D66F
33945076,16311682,0xF8E582
33957544,16365113,0xF9B639
33970011,16391298,0xFA1C82
33982477,16395639,0xFA2D77
33994944,16388300,0xFA10CC
34007411,16376055,0xF9E0F7
34019879,16361956,0xF9A9E4
34032345,16345759,0xF96A9F
34044812,16320876,0xF9096C
34057280,16269315,0xF84003
34069748,16173628,0xF6CA3C
34082217,16037023,0xF4B49F
34094685,15881814,0xF25656
34107153,15733337,0xF01259
34119620,15608226,0xEE29A2
34132089,15513875,0xECB913
34144556,15450434,0xEBC142
34157023,15414627,0xEB3563
34169491,15404156,0xEB0C7C
34181958,15419199,0xEB473F
34194425,15460056,0xEBE6D8
34206893,15528769,0xECF341
34219360,15634650,0xEE90DA
34231828,15784699,0xF0DAFB
34244295,15959966,0xF3879E
34256763,16118313,0xF5F229
34269231,16225234,0xF793D2
34281699,16274001,0xF85251
34294165,16281520,0xF86FB0
34306632,16270971,0xF8467B
34319100,16257658,0xF8127A
34331567,16245831,0xF7E447
34344035,16232092,0xF7AE9C
34356502,16213425,0xF765B1
34368970,16191546,0xF7103A
34381438,16170869,0xF6BF75
34393906,16154996,0xF68174
34406373,16140843,0xF64A2B
34418841,16115938,0xF5E8E2
34431309,16069705,0xF53449
34443777,16002498,0xF42DC2
34456244,15923717,0xF2FA05
34468711,15847934,0xF1D1FE
34481179,15791559,0xF0F5C7
34493647,15767904,0xF09960
34506115,15779573,0xF0C6F5
34518583,15814826,0xF150AA
34531050,15854565,0xF1EBE5
34543518,15887780,0xF26DA4
34555984,15916731,0xF2DEBB
34568451,15948654,0xF35B6E
34580917,15983499,0xF3E38B
34593383,16011060,0xF44F34
34605850,16023087,0xF47E2F
34618316,16021252,0xF47704
34630782,16013283,0xF457E3
34643248,16006486,0xF43D56
34655715,16004597,0xF435F5
34668181,16006492,0xF43D5C
34680647,16010197,0xF44BD5
34693114,16016546,0xF464A2
34705581,16025621,0xF48815
34718049,16034308,0xF4AA04
34730516,16034539,0xF4AAEB
34742983,16015930,0xF4623A
34755449,15973913,0xF3BE19
34767917,15916290,0xF2DD02
34780384,15860637,0xF2039D
34792851,15825770,0xF17B6A
34805318,15823581,0xF172DD
34817786,15854488,0xF1EB98
34830253,15908755,0xF2BF93
34842720,15970216,0xF3AFA8
34855187,16017367,0xF467D7
34867653,16030680,0xF49BD8
34880120,16010727,0xF44DE7
34892586,15984060,0xF3E5BC
34905052,15991237,0xF401C5
34917519,16057296,0xF503D0
34929986,16163409,0xF6A251
34942453,16263042,0xF82782
34954919,16322079,0xF90E1F
34967384,16336580,0xF946C4
34979850,16326261,0xF91E75
34992316,16320696,0xF908B8
35004782,16337963,0xF94C2B
35017248,16372522,0xF9D32A
35029715,16407913,0xFA5D69
35042181,16431686,0xFABA46
35054648,16439619,0xFAD943
35067114,16434368,0xFAC4C0
35079580,16421305,0xFA91B9
35092046,16405946,0xFA55BA
35104511,16392823,0xFA2277
35116977,16384090,0xFA005A
35129442,16379571,0xF9EEB3
35141909,16377894,0xF9E826
35154375,16377695,0xF9E75F
35166841,16379264,0xF9ED80
35179308,16384035,0xFA0023
35191775,16387396,0xFA0D44
35204241,16379643,0xF9EEFB
35216707,16357016,0xF99698
35229174,16323455,0xF9137F
35241641,16286468,0xF88304
35254107,16253165,0xF800ED
35266573,16227498,0xF79CAA
35279039,16209663,0xF756FF
35291505,16197820,0xF728BC
35303970,16195693,0xF7206D
35316436,16214780,0xF76AFC
35328902,16248461,0xF7EE8D
35341368,16269112,0xF83F38
35353834,16258561,0xF81601
35366300,16215356,0xF76D3C
35378767,16145201,0xF65B31
35391234,16059898,0xF50DFA
35403701,15976985,0xF3CA19
35416167,15912928,0xF2CFE0
35428634,15876579,0xF241E3
35441100,15869214,0xF2251E
35453565,15886599,0xF26907
35466032,15920464,0xF2ED50
35478498,15960759,0xF38AB7
35490963,15998692,0xF41EE4
35503429,16028377,0xF492D9
35515895,16046086,0xF4D806
35528360,16056435,0xF50073
35540826,16077752,0xF553B8
35553292,16129919,0xF61F7F
35565758,16210342,0xF759A6
35578224,16292487,0xF89A87
35590691,16350064,0xF97B70
35603156,16374233,0xF9D9D9
35615622,16371974,0xF9D106
35628087,16355947,0xF9926B
35640552,16337638,0xF94AE6
35653017,16328411,0xF926DB
35665483,16332814,0xF9380E
35677948,16340245,0xF95515
35690414,16330886,0xF93086
35702880,16289821,0xF8901D
35715346,16219232,0xF77C60
35727811,16136705,0xF63A01
35740276,16062034,0xF51652
35752742,16006489,0xF43D59
35765208,15972498,0xF3B892
35777674,15959523,0xF385E3
35790140,15967314,0xF3A452
35802606,15996249,0xF41559
35815072,16045242,0xF4D4BA
35827538,16108053,0xF5CA15
35840005,16180392,0xF6E4A8
35852472,16266135,0xF83397
35864938,16368908,0xF9C50C
35877404,16478539,0xFB714B
35889870,16569894,0xFCD626
35902336,16621919,0xFDA15F
35914802,16632682,0xFDCB6A
35927269,16615637,0xFD88D5
35939736,16582876,0xFD08DC
35952203,16533541,0xFC4825
35964671,16458138,0xFB219A
35977137,16349101,0xF977AD
35989603,16206476,0xF74A8C
36002070,16039257,0xF4BD59
36014536,15867494,0xF21E66
36027003,15715817,0xEFCDE9
36039470,15603134,0xEE15BE
36051937,15540037,0xED1F45
36064404,15526510,0xECEA6E
36076871,15553833,0xED5529
36089338,15610554,0xEE32BA
36101805,15687575,0xEF5F97
36114272,15780342,0xF0C9F6
36126738,15888269,0xF26F8D
36139205,16011142,0xF44F86
36151672,16145213,0xF65B3D
36164139,16278370,0xF86362
36176606,16389605,0xFA15E5
36189071,16462458,0xFB327A
36201537,16495999,0xFBB57F
36214003,16500072,0xFBC568
36226469,16482893,0xFB824D
36238936,16447076,0xFAF664
36251402,16395637,0xFA2D75
36263869,16336182,0xF94536
